Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,31 May 2010,30399,30399,558956.55
FUTCOM,01 Jun 2010,63867,63867,1193484.15
FUTCOM,02 Jun 2010,46085,46085,862056.71
FUTCOM,03 Jun 2010,48052,48052,889371.19
FUTCOM,04 Jun 2010,75394,75394,1392095.69
FUTCOM,05 Jun 2010,4035,4035,75835.05
FUTCOM,07 Jun 2010,59121,59121,1110822.43
FUTCOM,08 Jun 2010,59284,59284,1128592.25
FUTCOM,09 Jun 2010,58183,58183,1096981.14
FUTCOM,10 Jun 2010,66283,66283,1238969.72
FUTCOM,11 Jun 2010,50448,50448,942875.99
FUTCOM,12 Jun 2010,2041,2041,38251.89
FUTCOM,14 Jun 2010,60845,60845,1131406.56
FUTCOM,15 Jun 2010,46512,46512,866363.33
FUTCOM,16 Jun 2010,46232,46232,864454.74
FUTCOM,17 Jun 2010,50176,50176,940739.13
FUTCOM,18 Jun 2010,43223,43223,813528.61
FUTCOM,19 Jun 2010,1407,1407,26535.48
FUTCOM,21 Jun 2010,60218,60218,1126336.03
FUTCOM,22 Jun 2010,46569,46569,866775.23
FUTCOM,23 Jun 2010,56319,56319,1052293.72
FUTCOM,24 Jun 2010,63088,63088,1180963.83
FUTCOM,25 Jun 2010,44507,44507,838343.17
FUTCOM,26 Jun 2010,1630,1630,30683.57
FUTCOM,28 Jun 2010,66000,66000,1242783.77
FUTCOM,29 Jun 2010,65220,65220,1224849.28
FUTCOM,30 Jun 2010,53489,53489,1007769.78
FUTCOM,01 Jul 2010,75780,75780,1419016.4
FUTCOM,02 Jul 2010,54368,54368,1004078.03
FUTCOM,03 Jul 2010,2200,2200,40788.82
FUTCOM,05 Jul 2010,14843,14843,274819.08
FUTCOM,06 Jul 2010,67659,67659,1245180.88
FUTCOM,07 Jul 2010,54004,54004,989922.76
FUTCOM,08 Jul 2010,62101,62101,1139355.04
FUTCOM,09 Jul 2010,45317,45317,831842.06
FUTCOM,10 Jul 2010,1710,1710,31496.45
FUTCOM,12 Jul 2010,40352,40352,742159.68
FUTCOM,13 Jul 2010,41861,41861,772096.6
FUTCOM,14 Jul 2010,51908,51908,956847.87
FUTCOM,15 Jul 2010,53193,53193,980673.6
FUTCOM,16 Jul 2010,57639,57639,1056261.17
FUTCOM,17 Jul 2010,2518,2518,46151.51
FUTCOM,19 Jul 2010,48913,48913,893551.25
FUTCOM,20 Jul 2010,51466,51466,940795.29
FUTCOM,21 Jul 2010,37643,37643,691136.95
FUTCOM,22 Jul 2010,56098,56098,1026070.16
FUTCOM,23 Jul 2010,53686,53686,983555.25
FUTCOM,24 Jul 2010,1603,1603,29283.04
FUTCOM,26 Jul 2010,50584,50584,921144.11
FUTCOM,27 Jul 2010,85800,85800,1540570.82
FUTCOM,28 Jul 2010,60912,60912,1082340.62
FUTCOM,29 Jul 2010,53474,53474,950017.26
FUTCOM,30 Jul 2010,59350,59350,1058690.35
FUTCOM,31 Jul 2010,9193,9193,164237.34
FUTCOM,02 Aug 2010,49570,49570,886631.8
FUTCOM,03 Aug 2010,38637,38637,693527.47
FUTCOM,04 Aug 2010,47922,47922,867216.35
FUTCOM,05 Aug 2010,32256,32256,583247.81
FUTCOM,06 Aug 2010,47434,47434,860899.12
FUTCOM,07 Aug 2010,1614,1614,29376.2
FUTCOM,09 Aug 2010,33135,33135,603230.79
FUTCOM,10 Aug 2010,37486,37486,681428.68
FUTCOM,11 Aug 2010,64717,64717,1187189.14
FUTCOM,12 Aug 2010,56016,56016,1034785.06
FUTCOM,13 Aug 2010,35488,35488,658172.97
FUTCOM,14 Aug 2010,1349,1349,25051.64
FUTCOM,16 Aug 2010,40195,40195,750511.4
FUTCOM,17 Aug 2010,29321,29321,547310.44
FUTCOM,18 Aug 2010,47917,47917,892918.33
FUTCOM,19 Aug 2010,38754,38754,726089.58
FUTCOM,20 Aug 2010,37337,37337,699158.6
FUTCOM,21 Aug 2010,1041,1041,19501.61
FUTCOM,23 Aug 2010,25249,25249,472156.71
FUTCOM,24 Aug 2010,44733,44733,838266.61
FUTCOM,25 Aug 2010,46372,46372,877846.05
FUTCOM,26 Aug 2010,39479,39479,747413.8
FUTCOM,27 Aug 2010,43146,43146,816305.03
FUTCOM,28 Aug 2010,1695,1695,32036.1
FUTCOM,30 Aug 2010,22098,22098,418086.18
FUTCOM,31 Aug 2010,45382,45382,864381.9
FUTCOM,01 Sep 2010,49628,49628,946834.32
FUTCOM,02 Sep 2010,35983,35983,685475.85
FUTCOM,03 Sep 2010,48744,48744,924222.92
FUTCOM,04 Sep 2010,1778,1778,33734.77
FUTCOM,06 Sep 2010,14424,14424,273782.72
FUTCOM,07 Sep 2010,41659,41659,796904.42
FUTCOM,08 Sep 2010,44690,44690,855823.1
FUTCOM,09 Sep 2010,54327,54327,1032951.86
FUTCOM,10 Sep 2010,36215,36215,683886.94
FUTCOM,13 Sep 2010,39064,39064,736822.88
FUTCOM,14 Sep 2010,62056,62056,1185324.82
FUTCOM,15 Sep 2010,42811,42811,821833.64
FUTCOM,16 Sep 2010,43361,43361,831601.02
FUTCOM,17 Sep 2010,38102,38102,729961
FUTCOM,18 Sep 2010,2039,2039,39087.85
FUTCOM,20 Sep 2010,33063,33063,632009.07
FUTCOM,21 Sep 2010,38859,38859,740981.75
FUTCOM,22 Sep 2010,49573,49573,951637.95
FUTCOM,23 Sep 2010,35056,35056,673773.32
FUTCOM,24 Sep 2010,43533,43533,834976.05
FUTCOM,25 Sep 2010,2608,2608,50003.06
FUTCOM,27 Sep 2010,27995,27995,535498.44
FUTCOM,28 Sep 2010,65273,65273,1247199.1
FUTCOM,29 Sep 2010,41726,41726,801963.68
FUTCOM,30 Sep 2010,54596,54596,1048009.91
FUTCOM,01 Oct 2010,36400,36400,698656.7
FUTCOM,04 Oct 2010,26835,26835,515901.21
FUTCOM,05 Oct 2010,46616,46616,905181.05
FUTCOM,06 Oct 2010,37729,37729,738566.92
FUTCOM,07 Oct 2010,79440,79440,1555234.63
FUTCOM,08 Oct 2010,60820,60820,1181690.51
FUTCOM,09 Oct 2010,3235,3235,63188.6
FUTCOM,11 Oct 2010,38224,38224,749777.46
FUTCOM,12 Oct 2010,38350,38350,754505.57
FUTCOM,13 Oct 2010,45097,45097,894001.31
FUTCOM,14 Oct 2010,56722,56722,1130625.88
FUTCOM,15 Oct 2010,46144,46144,916278.82
FUTCOM,16 Oct 2010,1722,1722,34211.39
FUTCOM,18 Oct 2010,39210,39210,775810.88
FUTCOM,19 Oct 2010,65957,65957,1300032.36
FUTCOM,20 Oct 2010,45412,45412,886769.2
FUTCOM,21 Oct 2010,51030,51030,994664.56
FUTCOM,22 Oct 2010,48830,48830,945781.32
FUTCOM,23 Oct 2010,3118,3118,60679.68
FUTCOM,25 Oct 2010,38294,38294,748901.75
FUTCOM,26 Oct 2010,35969,35969,702504.84
FUTCOM,27 Oct 2010,40541,40541,790597.98
FUTCOM,28 Oct 2010,44455,44455,866993.36
FUTCOM,29 Oct 2010,53265,53265,1047143.65
FUTCOM,30 Oct 2010,4613,4613,91394.97
FUTCOM,01 Nov 2010,40119,40119,794576.09
FUTCOM,02 Nov 2010,31004,31004,611534.13
FUTCOM,03 Nov 2010,56749,56749,1111873.37
FUTCOM,04 Nov 2010,52921,52921,1047701.31
FUTCOM,05 Nov 2010,11922,11922,237012.08
FUTCOM,06 Nov 2010,4815,4815,96282.52
FUTCOM,08 Nov 2010,47274,47274,953278.94
FUTCOM,09 Nov 2010,47661,47661,975508.74
FUTCOM,10 Nov 2010,58842,58842,1191650.35
FUTCOM,11 Nov 2010,40895,40895,833367.2
FUTCOM,12 Nov 2010,60560,60560,1223348.08
FUTCOM,13 Nov 2010,2380,2380,47983.41
FUTCOM,15 Nov 2010,41106,41106,829348.7
FUTCOM,16 Nov 2010,56115,56115,1124246.84
FUTCOM,17 Nov 2010,26698,26698,533462.28
FUTCOM,18 Nov 2010,45497,45497,911864.15
FUTCOM,19 Nov 2010,42441,42441,850560.43
FUTCOM,20 Nov 2010,3533,3533,71252.9
FUTCOM,22 Nov 2010,35247,35247,708982.9
FUTCOM,23 Nov 2010,62496,62496,1272269.66
FUTCOM,24 Nov 2010,42855,42855,877589.03
FUTCOM,25 Nov 2010,16720,16720,340969.4
FUTCOM,26 Nov 2010,40605,40605,826010.33
FUTCOM,27 Nov 2010,3571,3571,72756.27
FUTCOM,29 Nov 2010,44774,44774,913318.12
FUTCOM,30 Nov 2010,55774,55774,1152411.88
FUTCOM,01 Dec 2010,45186,45186,936451.63
FUTCOM,02 Dec 2010,35068,35068,724441.47
FUTCOM,03 Dec 2010,39466,39466,815262.23
FUTCOM,04 Dec 2010,3596,3596,74800.34
FUTCOM,06 Dec 2010,33075,33075,689028.06
FUTCOM,07 Dec 2010,47639,47639,991055.71
FUTCOM,08 Dec 2010,52311,52311,1076081.84
FUTCOM,09 Dec 2010,33962,33962,698800.44
FUTCOM,10 Dec 2010,42653,42653,875021.69
FUTCOM,11 Dec 2010,1912,1912,39224.75
FUTCOM,13 Dec 2010,26883,26883,553743.75
FUTCOM,14 Dec 2010,31398,31398,648797.55
FUTCOM,15 Dec 2010,37009,37009,763859
FUTCOM,16 Dec 2010,42598,42598,873634.52
FUTCOM,17 Dec 2010,26024,26024,532866.41
FUTCOM,18 Dec 2010,2268,2268,46554.07
FUTCOM,20 Dec 2010,24549,24549,505735.69
FUTCOM,21 Dec 2010,26620,26620,547313.82
FUTCOM,22 Dec 2010,15936,15936,327414.63
FUTCOM,23 Dec 2010,29451,29451,602343.47
FUTCOM,24 Dec 2010,6241,6241,127799.36
FUTCOM,27 Dec 2010,16701,16701,342749.66
FUTCOM,28 Dec 2010,28952,28952,597886.57
FUTCOM,29 Dec 2010,28640,28640,594442.55
FUTCOM,30 Dec 2010,22951,22951,476245.15
FUTCOM,31 Dec 2010,13356,13356,276488.79
FUTCOM,01 Jan 2011,1773,1773,36801.01
FUTCOM,03 Jan 2011,28887,28887,600742.41
FUTCOM,04 Jan 2011,54961,54961,1134566.33
FUTCOM,05 Jan 2011,46140,46140,944397.32
FUTCOM,06 Jan 2011,41341,41341,843483.53
FUTCOM,07 Jan 2011,52027,52027,1057634.65
FUTCOM,08 Jan 2011,899,899,18337.27
FUTCOM,10 Jan 2011,29111,29111,594366.19
FUTCOM,11 Jan 2011,32867,32867,671177.26
FUTCOM,12 Jan 2011,35420,35420,723392.03
FUTCOM,13 Jan 2011,43763,43763,894632.23
FUTCOM,14 Jan 2011,45345,45345,920718.54
FUTCOM,15 Jan 2011,2044,2044,41459.86
FUTCOM,17 Jan 2011,22019,22019,446859.34
FUTCOM,18 Jan 2011,33991,33991,692171.82
FUTCOM,19 Jan 2011,31930,31930,651407.11
FUTCOM,20 Jan 2011,52044,52044,1054403.53
FUTCOM,21 Jan 2011,44846,44846,900954.08
FUTCOM,22 Jan 2011,2752,2752,55311.33
FUTCOM,24 Jan 2011,33559,33559,674562.23
FUTCOM,25 Jan 2011,47245,47245,938130.52
FUTCOM,27 Jan 2011,56709,56709,1128269.2
FUTCOM,28 Jan 2011,68498,68498,1357581.32
FUTCOM,29 Jan 2011,6282,6282,125889.8
FUTCOM,31 Jan 2011,53157,53157,1065223.13
FUTCOM,01 Feb 2011,48641,48641,977829.06
FUTCOM,02 Feb 2011,32670,32670,655790.24
FUTCOM,03 Feb 2011,51815,51815,1042538.06
FUTCOM,04 Feb 2011,39783,39783,807280.07
FUTCOM,05 Feb 2011,1868,1868,37869.21
FUTCOM,07 Feb 2011,25469,25469,514635.8
FUTCOM,08 Feb 2011,34304,34304,694690.83
FUTCOM,09 Feb 2011,32195,32195,655953.73
FUTCOM,10 Feb 2011,30669,30669,625779.06
FUTCOM,11 Feb 2011,34027,34027,694973.67
FUTCOM,12 Feb 2011,2130,2130,43346.08
FUTCOM,14 Feb 2011,22082,22082,449207.4
FUTCOM,15 Feb 2011,27651,27651,566401.09
FUTCOM,16 Feb 2011,31636,31636,648807.86
FUTCOM,17 Feb 2011,24680,24680,506409.66
FUTCOM,18 Feb 2011,36864,36864,758796.63
FUTCOM,19 Feb 2011,1824,1824,37520.78
FUTCOM,21 Feb 2011,28129,28129,583751.07
FUTCOM,22 Feb 2011,38500,38500,800231.1
FUTCOM,23 Feb 2011,34345,34345,715897.96
FUTCOM,24 Feb 2011,37041,37041,780775.75
FUTCOM,25 Feb 2011,32571,32571,681095.46
FUTCOM,26 Feb 2011,2063,2063,43273
FUTCOM,28 Feb 2011,36232,36232,761117.45
FUTCOM,01 Mar 2011,32764,32764,687077.62
FUTCOM,02 Mar 2011,15878,15878,335946.72
FUTCOM,03 Mar 2011,49512,49512,1040504.99
FUTCOM,04 Mar 2011,35945,35945,753770.59
FUTCOM,05 Mar 2011,2640,2640,55751.38
FUTCOM,07 Mar 2011,38045,38045,806486.04
FUTCOM,08 Mar 2011,32321,32321,681656.24
FUTCOM,09 Mar 2011,31802,31802,669268.09
FUTCOM,10 Mar 2011,40171,40171,842422.42
FUTCOM,11 Mar 2011,43438,43438,908218.35
FUTCOM,12 Mar 2011,2401,2401,50395.29
FUTCOM,14 Mar 2011,27193,27193,571777.44
FUTCOM,15 Mar 2011,55960,55960,1161114.68
FUTCOM,16 Mar 2011,34219,34219,707917.27
FUTCOM,17 Mar 2011,30358,30358,627338.01
FUTCOM,18 Mar 2011,30318,30318,632620.01
FUTCOM,19 Mar 2011,2442,2442,51005.15
FUTCOM,21 Mar 2011,25582,25582,537541.99
FUTCOM,22 Mar 2011,27794,27794,581880.41
FUTCOM,23 Mar 2011,27528,27528,577893.25
FUTCOM,24 Mar 2011,31802,31802,667617.49
FUTCOM,25 Mar 2011,31171,31171,650784.6
FUTCOM,26 Mar 2011,2178,2178,45494.11
FUTCOM,28 Mar 2011,33873,33873,703239.94
FUTCOM,29 Mar 2011,27414,27414,568178.49
FUTCOM,30 Mar 2011,31171,31171,647667.32
FUTCOM,31 Mar 2011,35650,35650,744675.7
FUTCOM,01 Apr 2011,36468,36468,762272.55
FUTCOM,02 Apr 2011,2454,2454,51137.09
FUTCOM,04 Apr 2011,19201,19201,402479.6
FUTCOM,05 Apr 2011,34433,34433,724557.35
FUTCOM,06 Apr 2011,25201,25201,534114.38
FUTCOM,07 Apr 2011,28160,28160,596746.03
FUTCOM,08 Apr 2011,27412,27412,583491.14
FUTCOM,09 Apr 2011,4208,4208,90255.13
FUTCOM,11 Apr 2011,26009,26009,556654.82
FUTCOM,12 Apr 2011,34111,34111,726517.21
FUTCOM,13 Apr 2011,22958,22958,488801.12
FUTCOM,14 Apr 2011,21849,21849,468014.64
FUTCOM,15 Apr 2011,29935,29935,644419.24
FUTCOM,18 Apr 2011,44903,44903,974858.27
FUTCOM,19 Apr 2011,33530,33530,731383.57
FUTCOM,20 Apr 2011,30607,30607,668399.61
FUTCOM,21 Apr 2011,24674,24674,540041.17
FUTCOM,23 Apr 2011,9194,9194,203198.84
FUTCOM,25 Apr 2011,39087,39087,863427.4
FUTCOM,26 Apr 2011,23546,23546,515823.87
FUTCOM,27 Apr 2011,28325,28325,623077.63
FUTCOM,28 Apr 2011,36934,36934,822659.32
FUTCOM,29 Apr 2011,36362,36362,814251.1
FUTCOM,30 Apr 2011,15349,15349,350147.82
FUTCOM,02 May 2011,49395,49395,1117128.57
FUTCOM,03 May 2011,48971,48971,1101208.71
FUTCOM,04 May 2011,44020,44020,982008.39
FUTCOM,05 May 2011,54321,54321,1196280.7
FUTCOM,06 May 2011,44631,44631,971342.02
FUTCOM,07 May 2011,2321,2321,50884.84
FUTCOM,09 May 2011,29741,29741,654848.77
FUTCOM,10 May 2011,30665,30665,678761.93
FUTCOM,11 May 2011,41957,41957,927151.13
FUTCOM,12 May 2011,45998,45998,1007250.85
FUTCOM,13 May 2011,42080,42080,927804.36
FUTCOM,14 May 2011,3020,3020,66590.96
FUTCOM,16 May 2011,31628,31628,696272.9
FUTCOM,17 May 2011,26953,26953,588477.66
FUTCOM,18 May 2011,27119,27119,595713.7
FUTCOM,19 May 2011,29518,29518,646243.93
FUTCOM,20 May 2011,47554,47554,1047740.19
FUTCOM,21 May 2011,2575,2575,57264.41
FUTCOM,23 May 2011,36260,36260,807274.4
FUTCOM,24 May 2011,28031,28031,627655.99
FUTCOM,25 May 2011,30398,30398,684618.55
FUTCOM,26 May 2011,37490,37490,841541.95
FUTCOM,27 May 2011,28996,28996,652493.38
FUTCOM,28 May 2011,2674,2674,60491.54
FUTCOM,30 May 2011,10965,10965,247581.72
FUTCOM,31 May 2011,30162,30162,681747.14
FUTCOM,01 Jun 2011,36764,36764,831484.12
FUTCOM,02 Jun 2011,29202,29202,660071.95
FUTCOM,03 Jun 2011,37556,37556,848793.73
FUTCOM,04 Jun 2011,1309,1309,29600.12
FUTCOM,06 Jun 2011,24062,24062,546800.08
FUTCOM,07 Jun 2011,24244,24244,549403.43
FUTCOM,08 Jun 2011,21471,21471,484341.81
FUTCOM,09 Jun 2011,20242,20242,457277.79
FUTCOM,10 Jun 2011,28305,28305,638854.98
FUTCOM,11 Jun 2011,849,849,19151.46
FUTCOM,13 Jun 2011,24677,24677,554603.02
FUTCOM,14 Jun 2011,26047,26047,581355.57
FUTCOM,15 Jun 2011,33122,33122,742054.01
FUTCOM,16 Jun 2011,26631,26631,598981.58
FUTCOM,17 Jun 2011,24387,24387,549610.04
FUTCOM,18 Jun 2011,1465,1465,33203.44
FUTCOM,20 Jun 2011,26149,26149,592548.06
FUTCOM,21 Jun 2011,18186,18186,412456.15
FUTCOM,22 Jun 2011,26404,26404,600268.99
FUTCOM,23 Jun 2011,45287,45287,1020894.95
FUTCOM,24 Jun 2011,40101,40101,895198.41
FUTCOM,25 Jun 2011,1842,1842,40911.24
FUTCOM,27 Jun 2011,36289,36289,802898.93
FUTCOM,28 Jun 2011,24499,24499,542109.01
FUTCOM,29 Jun 2011,25537,25537,565488.91
FUTCOM,30 Jun 2011,35904,35904,791382.61
FUTCOM,01 Jul 2011,41041,41041,892944.25
FUTCOM,02 Jul 2011,2412,2412,52358.3
FUTCOM,04 Jul 2011,9576,9576,208287.04
FUTCOM,05 Jul 2011,31711,31711,693195.05
FUTCOM,06 Jul 2011,41721,41721,922346.74
FUTCOM,07 Jul 2011,33751,33751,748486.27
FUTCOM,08 Jul 2011,44393,44393,987979.42
FUTCOM,09 Jul 2011,2508,2508,56114.88
FUTCOM,11 Jul 2011,42364,42364,952368.16
FUTCOM,12 Jul 2011,50239,50239,1134320.61
FUTCOM,13 Jul 2011,54836,54836,1253983.2
FUTCOM,14 Jul 2011,57214,57214,1316556.68
FUTCOM,15 Jul 2011,40921,40921,939517.3
FUTCOM,16 Jul 2011,3801,3801,87997.14
FUTCOM,18 Jul 2011,43667,43667,1014077.35
FUTCOM,19 Jul 2011,49107,49107,1139834.4
FUTCOM,20 Jul 2011,54015,54015,1243112.8
FUTCOM,21 Jul 2011,51682,51682,1192721.01
FUTCOM,22 Jul 2011,40234,40234,927230.56
FUTCOM,23 Jul 2011,1914,1914,44317.19
FUTCOM,25 Jul 2011,47080,47080,1098746.97
FUTCOM,26 Jul 2011,38415,38415,890307.94
FUTCOM,27 Jul 2011,50351,50351,1169141.51
FUTCOM,28 Jul 2011,43803,43803,1013790.71
FUTCOM,29 Jul 2011,58054,58054,1354373.49
FUTCOM,30 Jul 2011,5583,5583,130334.02
FUTCOM,01 Aug 2011,49903,49903,1168594.02
FUTCOM,02 Aug 2011,46869,46869,1109639.75
FUTCOM,03 Aug 2011,59307,59307,1432443.69
FUTCOM,04 Aug 2011,74872,74872,1813823.72
FUTCOM,05 Aug 2011,62218,62218,1508704.1
FUTCOM,06 Aug 2011,12785,12785,314093.01
FUTCOM,08 Aug 2011,80946,80946,2029696.62
FUTCOM,09 Aug 2011,128501,128501,3311652.42
FUTCOM,10 Aug 2011,101602,101602,2637707.97
FUTCOM,11 Aug 2011,115632,115632,3016562.6
FUTCOM,12 Aug 2011,85728,85728,2205917.28
FUTCOM,13 Aug 2011,3354,3354,86247.16
FUTCOM,16 Aug 2011,75285,75285,1966263.13
FUTCOM,17 Aug 2011,63954,63954,1684578.61
FUTCOM,18 Aug 2011,99933,99933,2685855.71
FUTCOM,19 Aug 2011,120188,120188,3323556.48
FUTCOM,20 Aug 2011,13337,13337,371993.98
FUTCOM,22 Aug 2011,114896,114896,3214519
FUTCOM,23 Aug 2011,127691,127691,3556795.67
FUTCOM,24 Aug 2011,135058,135058,3651526.13
FUTCOM,25 Aug 2011,149034,149034,3866524.76
FUTCOM,26 Aug 2011,115584,115584,3086541.24
FUTCOM,27 Aug 2011,16960,16960,469297.95
FUTCOM,29 Aug 2011,89102,89102,2403345.51
FUTCOM,30 Aug 2011,84853,84853,2299801.39
FUTCOM,31 Aug 2011,49515,49515,1347082.03
FUTCOM,01 Sep 2011,33026,33026,897920.41
FUTCOM,02 Sep 2011,80105,80105,2219360.13
FUTCOM,03 Sep 2011,15635,15635,435155.38
FUTCOM,05 Sep 2011,76554,76554,2161058.94
FUTCOM,06 Sep 2011,157361,157361,4454249.73
FUTCOM,07 Sep 2011,127225,127225,3479992.1
FUTCOM,08 Sep 2011,89852,89852,2489190.79
FUTCOM,09 Sep 2011,143969,143969,4035781.77
FUTCOM,10 Sep 2011,6677,6677,187879.9
FUTCOM,12 Sep 2011,107909,107909,3028485.34
FUTCOM,13 Sep 2011,90421,90421,2532112.36
FUTCOM,14 Sep 2011,79743,79743,2250457.59
FUTCOM,15 Sep 2011,103027,103027,2857564.94
FUTCOM,16 Sep 2011,84630,84630,2326444.47
FUTCOM,17 Sep 2011,5408,5408,150213.48
FUTCOM,19 Sep 2011,83367,83367,2333776.41
FUTCOM,20 Sep 2011,89435,89435,2492855.25
FUTCOM,21 Sep 2011,76030,76030,2138394.13
FUTCOM,22 Sep 2011,100280,100280,2802016.14
FUTCOM,23 Sep 2011,119915,119915,3262313.78
FUTCOM,24 Sep 2011,12399,12399,330551.1
FUTCOM,26 Sep 2011,134882,134882,3478472.89
FUTCOM,27 Sep 2011,74543,74543,1970299.07
FUTCOM,28 Sep 2011,77313,77313,2018429.11
FUTCOM,29 Sep 2011,76426,76426,1969535.02
FUTCOM,30 Sep 2011,63867,63867,1662427.76
FUTCOM,01 Oct 2011,4986,4986,130667.17
FUTCOM,03 Oct 2011,45426,45426,1210402.72
FUTCOM,04 Oct 2011,70228,70228,1866310.25
FUTCOM,05 Oct 2011,63599,63599,1661455.66
FUTCOM,06 Oct 2011,27984,27984,739872.39
FUTCOM,07 Oct 2011,46053,46053,1218997.76
FUTCOM,08 Oct 2011,2172,2172,57194.83
FUTCOM,10 Oct 2011,38006,38006,1010288.9
FUTCOM,11 Oct 2011,42460,42460,1136231.32
FUTCOM,12 Oct 2011,44429,44429,1193988.81
FUTCOM,13 Oct 2011,40989,40989,1096179.9
FUTCOM,14 Oct 2011,41293,41293,1106112.51
FUTCOM,15 Oct 2011,1943,1943,52242.01
FUTCOM,17 Oct 2011,41661,41661,1118800.02
FUTCOM,18 Oct 2011,64335,64335,1707928.84
FUTCOM,19 Oct 2011,45843,45843,1216779.4
FUTCOM,20 Oct 2011,60252,60252,1585882.62
FUTCOM,21 Oct 2011,45172,45172,1202248.79
FUTCOM,22 Oct 2011,2658,2658,71119.51
FUTCOM,24 Oct 2011,38812,38812,1041254
FUTCOM,25 Oct 2011,55230,55230,1492107.96
FUTCOM,26 Oct 2011,15803,15803,435081.97
FUTCOM,27 Oct 2011,49821,49821,1371640.44
FUTCOM,28 Oct 2011,37970,37970,1048882.79
FUTCOM,29 Oct 2011,1200,1200,33117.61
FUTCOM,31 Oct 2011,39483,39483,1077179.59
FUTCOM,01 Nov 2011,62716,62716,1714635.23
FUTCOM,02 Nov 2011,49620,49620,1371989.71
FUTCOM,03 Nov 2011,61764,61764,1717789.57
FUTCOM,04 Nov 2011,38918,38918,1088354.62
FUTCOM,05 Nov 2011,1471,1471,41091.31
FUTCOM,07 Nov 2011,32078,32078,907611.91
FUTCOM,08 Nov 2011,50173,50173,1436637.9
FUTCOM,09 Nov 2011,66375,66375,1919910.83
FUTCOM,10 Nov 2011,45445,45445,1304283.67
FUTCOM,11 Nov 2011,41182,41182,1183497.45
FUTCOM,12 Nov 2011,2054,2054,59454.58
FUTCOM,14 Nov 2011,37926,37926,1099353.35
FUTCOM,15 Nov 2011,54414,54414,1580366.3
FUTCOM,16 Nov 2011,51380,51380,1492046.24
FUTCOM,17 Nov 2011,66154,66154,1901449.44
FUTCOM,18 Nov 2011,51073,51073,1462419.93
FUTCOM,19 Nov 2011,1718,1718,49362.4
FUTCOM,21 Nov 2011,63281,63281,1814859.67
FUTCOM,22 Nov 2011,47055,47055,1349883.09
FUTCOM,23 Nov 2011,55731,55731,1597703.79
FUTCOM,24 Nov 2011,22980,22980,657501.35
FUTCOM,25 Nov 2011,52823,52823,1503273.82
FUTCOM,26 Nov 2011,2234,2234,63587.14
FUTCOM,28 Nov 2011,46244,46244,1331112.55
FUTCOM,29 Nov 2011,43477,43477,1251146.52
FUTCOM,30 Nov 2011,75215,75215,2188813.77
FUTCOM,01 Dec 2011,37582,37582,1099342.34
FUTCOM,02 Dec 2011,33186,33186,969268.93
FUTCOM,03 Dec 2011,1209,1209,35273.64
FUTCOM,05 Dec 2011,34771,34771,1013555.12
FUTCOM,06 Dec 2011,38772,38772,1119690.56
FUTCOM,07 Dec 2011,40824,40824,1190236.04
FUTCOM,08 Dec 2011,58036,58036,1696017.91
FUTCOM,09 Dec 2011,39078,39078,1138698.06
FUTCOM,10 Dec 2011,1653,1653,48126.73
FUTCOM,12 Dec 2011,52685,52685,1521317.95
FUTCOM,13 Dec 2011,46062,46062,1331534.5
FUTCOM,14 Dec 2011,82347,82347,2343782.59
FUTCOM,15 Dec 2011,86208,86208,2390382.16
FUTCOM,16 Dec 2011,58791,58791,1613607.9
FUTCOM,17 Dec 2011,3424,3424,94604.71
FUTCOM,19 Dec 2011,43212,43212,1194375.72
FUTCOM,20 Dec 2011,37967,37967,1055954.34
FUTCOM,21 Dec 2011,53023,53023,1480226.09
FUTCOM,22 Dec 2011,43715,43715,1211628.8
FUTCOM,23 Dec 2011,24183,24183,671800.69
FUTCOM,24 Dec 2011,1327,1327,36902.04
FUTCOM,26 Dec 2011,3625,3625,100699.5
FUTCOM,27 Dec 2011,19930,19930,551061.89
FUTCOM,28 Dec 2011,44707,44707,1229884.27
FUTCOM,29 Dec 2011,76366,76366,2051531.65
FUTCOM,30 Dec 2011,54487,54487,1484862.81
FUTCOM,31 Dec 2011,2529,2529,69199.51
FUTCOM,02 Jan 2012,6783,6783,185593.94
FUTCOM,03 Jan 2012,56177,56177,1552821.21
FUTCOM,04 Jan 2012,65624,65624,1820047.01
FUTCOM,05 Jan 2012,67421,67421,1870750.26
FUTCOM,06 Jan 2012,58517,58517,1628756.41
FUTCOM,07 Jan 2012,1499,1499,41670.05
FUTCOM,09 Jan 2012,41352,41352,1144108.77
FUTCOM,10 Jan 2012,52158,52158,1438070.33
FUTCOM,11 Jan 2012,39051,39051,1080449.61
FUTCOM,12 Jan 2012,37206,37206,1032716.38
FUTCOM,13 Jan 2012,49861,49861,1371495.44
FUTCOM,14 Jan 2012,2526,2526,69597.71
FUTCOM,16 Jan 2012,23523,23523,647864.07
FUTCOM,17 Jan 2012,52702,52702,1459429.49
FUTCOM,18 Jan 2012,51248,51248,1407942.89
FUTCOM,19 Jan 2012,42182,42182,1158620.46
FUTCOM,20 Jan 2012,47252,47252,1293696.29
FUTCOM,21 Jan 2012,2750,2750,75750.91
FUTCOM,23 Jan 2012,36459,36459,1004520.61
FUTCOM,24 Jan 2012,32976,32976,905832.37
FUTCOM,25 Jan 2012,49224,49224,1348274
