Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,11 Sep 2017,8027,8027,240962
FUTCOM,12 Sep 2017,8572,8572,256205.13
FUTCOM,13 Sep 2017,10011,10011,299826.53
FUTCOM,14 Sep 2017,11461,11461,342541.99
FUTCOM,15 Sep 2017,9999,9999,299265.79
FUTCOM,18 Sep 2017,9783,9783,290224.65
FUTCOM,19 Sep 2017,9108,9108,269781.93
FUTCOM,20 Sep 2017,8487,8487,252520.9
FUTCOM,21 Sep 2017,12342,12342,364552.18
FUTCOM,22 Sep 2017,9149,9149,271232.41
FUTCOM,25 Sep 2017,11159,11159,332354.41
FUTCOM,26 Sep 2017,12410,12410,372488.38
FUTCOM,27 Sep 2017,10798,10798,321784.81
FUTCOM,28 Sep 2017,10665,10665,316112.74
FUTCOM,29 Sep 2017,13837,13837,410464.6
FUTCOM,03 Oct 2017,6017,6017,177479.13
FUTCOM,04 Oct 2017,7574,7574,223250.98
FUTCOM,05 Oct 2017,5962,5962,175480.93
FUTCOM,06 Oct 2017,10487,10487,308628.5
FUTCOM,09 Oct 2017,5965,5965,177242.79
FUTCOM,10 Oct 2017,7185,7185,214199.42
FUTCOM,11 Oct 2017,6223,6223,185284.22
FUTCOM,12 Oct 2017,7007,7007,209031.74
FUTCOM,13 Oct 2017,8319,8319,247993.03
FUTCOM,16 Oct 2017,6451,6451,192938.11
FUTCOM,17 Oct 2017,7966,7966,236457.12
OPTFUT,17 Oct 2017,5223,5223,156007.31
FUTCOM,18 Oct 2017,4961,4961,146801.41
OPTFUT,18 Oct 2017,1610,1610,48216.22
FUTCOM,19 Oct 2017,1682,1682,49894
OPTFUT,19 Oct 2017,188,188,5628.9
FUTCOM,20 Oct 2017,2811,2811,83156.27
OPTFUT,20 Oct 2017,98,98,2906.7
FUTCOM,23 Oct 2017,6913,6913,203720.75
OPTFUT,23 Oct 2017,659,659,19618.45
FUTCOM,24 Oct 2017,6576,6576,194139.21
OPTFUT,24 Oct 2017,418,418,12383.71
FUTCOM,25 Oct 2017,9113,9113,267894.97
OPTFUT,25 Oct 2017,561,561,16655.06
FUTCOM,26 Oct 2017,8496,8496,249440.18
OPTFUT,26 Oct 2017,573,573,17125.85
FUTCOM,27 Oct 2017,7547,7547,220867.59
OPTFUT,27 Oct 2017,512,512,15218.77
FUTCOM,30 Oct 2017,6112,6112,179086.08
OPTFUT,30 Oct 2017,618,618,18390.81
FUTCOM,31 Oct 2017,8430,8430,246584.47
OPTFUT,31 Oct 2017,592,592,17607.63
FUTCOM,01 Nov 2017,8925,8925,260799.2
OPTFUT,01 Nov 2017,952,952,28204.56
FUTCOM,02 Nov 2017,7524,7524,220213.63
OPTFUT,02 Nov 2017,351,351,10433.99
FUTCOM,03 Nov 2017,7416,7416,216437.15
OPTFUT,03 Nov 2017,432,432,12754.26
FUTCOM,06 Nov 2017,6786,6786,198352.7
OPTFUT,06 Nov 2017,464,464,13726.91
FUTCOM,07 Nov 2017,7645,7645,224824.32
OPTFUT,07 Nov 2017,557,557,16503.99
FUTCOM,08 Nov 2017,7148,7148,210885.54
OPTFUT,08 Nov 2017,611,611,18148.02
FUTCOM,09 Nov 2017,8702,8702,257322.54
OPTFUT,09 Nov 2017,401,401,11927.56
FUTCOM,10 Nov 2017,7884,7884,233316.67
OPTFUT,10 Nov 2017,670,670,19944.3
FUTCOM,13 Nov 2017,5840,5840,172714.98
OPTFUT,13 Nov 2017,175,175,5183.52
FUTCOM,14 Nov 2017,9156,9156,270499.64
OPTFUT,14 Nov 2017,394,394,11692.13
FUTCOM,15 Nov 2017,8345,8345,247237.6
OPTFUT,15 Nov 2017,367,367,10916.71
FUTCOM,16 Nov 2017,5768,5768,170150.55
OPTFUT,16 Nov 2017,156,156,4642.51
FUTCOM,17 Nov 2017,8362,8362,246828.39
OPTFUT,17 Nov 2017,442,442,13100.37
FUTCOM,20 Nov 2017,8578,8578,253806.62
OPTFUT,20 Nov 2017,467,467,13872.97
FUTCOM,21 Nov 2017,7573,7573,222472.54
OPTFUT,21 Nov 2017,462,462,13658.7
FUTCOM,22 Nov 2017,7167,7167,210951.12
OPTFUT,22 Nov 2017,300,300,8913.62
FUTCOM,23 Nov 2017,5124,5124,151023.67
OPTFUT,23 Nov 2017,327,327,9729.02
FUTCOM,24 Nov 2017,5472,5472,161131.98
OPTFUT,24 Nov 2017,411,411,12228.54
FUTCOM,27 Nov 2017,8303,8303,244931.32
OPTFUT,27 Nov 2017,352,352,10462.24
FUTCOM,28 Nov 2017,7311,7311,215250.64
OPTFUT,28 Nov 2017,943,943,27907.95
FUTCOM,29 Nov 2017,10202,10202,299694.31
OPTFUT,29 Nov 2017,224,224,6669.23
FUTCOM,30 Nov 2017,12497,12497,365387.66
OPTFUT,30 Nov 2017,200,200,5956.03
FUTCOM,01 Dec 2017,9455,9455,276925.85
OPTFUT,01 Dec 2017,435,435,12970.08
FUTCOM,04 Dec 2017,6629,6629,193219.4
OPTFUT,04 Dec 2017,158,158,4718.31
FUTCOM,05 Dec 2017,8562,8562,248726.22
OPTFUT,05 Dec 2017,223,223,6634.15
FUTCOM,06 Dec 2017,5900,5900,171002.55
OPTFUT,06 Dec 2017,187,187,5578.97
FUTCOM,07 Dec 2017,7561,7561,217587.89
OPTFUT,07 Dec 2017,220,220,6526.49
FUTCOM,08 Dec 2017,7860,7860,224363.83
OPTFUT,08 Dec 2017,497,497,14725.61
FUTCOM,11 Dec 2017,6503,6503,184967.69
OPTFUT,11 Dec 2017,149,149,4421.3
FUTCOM,12 Dec 2017,8057,8057,227170.14
OPTFUT,12 Dec 2017,456,456,13362.5
FUTCOM,13 Dec 2017,5486,5486,154514.86
OPTFUT,13 Dec 2017,222,222,6538.78
FUTCOM,14 Dec 2017,6797,6797,192624.22
OPTFUT,14 Dec 2017,263,263,7672.47
FUTCOM,15 Dec 2017,5484,5484,155190.96
OPTFUT,15 Dec 2017,140,140,4098.58
FUTCOM,18 Dec 2017,5100,5100,144797.55
OPTFUT,18 Dec 2017,104,104,3062.33
FUTCOM,19 Dec 2017,4914,4914,139771.09
OPTFUT,19 Dec 2017,123,123,3589.13
FUTCOM,20 Dec 2017,5167,5167,147131.37
OPTFUT,20 Dec 2017,79,79,2296.68
FUTCOM,21 Dec 2017,5359,5359,152693.08
OPTFUT,21 Dec 2017,70,70,2061.18
FUTCOM,22 Dec 2017,5768,5768,164802.42
OPTFUT,22 Dec 2017,113,113,3301.01
FUTCOM,26 Dec 2017,3759,3759,108127.18
OPTFUT,26 Dec 2017,221,221,6453.32
FUTCOM,27 Dec 2017,5990,5990,173112.06
OPTFUT,27 Dec 2017,172,172,5023.99
FUTCOM,28 Dec 2017,6602,6602,191616.59
OPTFUT,28 Dec 2017,288,288,8482.13
FUTCOM,29 Dec 2017,7542,7542,219088.7
OPTFUT,29 Dec 2017,206,206,6030.47
FUTCOM,01 Jan 2018,1516,1516,44173.94
OPTFUT,01 Jan 2018,38,38,1124.94
FUTCOM,02 Jan 2018,5366,5366,156551.52
OPTFUT,02 Jan 2018,192,192,5671.73
FUTCOM,03 Jan 2018,6486,6486,189528.98
OPTFUT,03 Jan 2018,206,206,6083.23
FUTCOM,04 Jan 2018,7697,7697,224360.11
OPTFUT,04 Jan 2018,123,123,3606.88
FUTCOM,05 Jan 2018,6128,6128,179072.39
OPTFUT,05 Jan 2018,170,170,4957.43
FUTCOM,08 Jan 2018,5907,5907,172665.91
OPTFUT,08 Jan 2018,126,126,3725.11
FUTCOM,09 Jan 2018,6425,6425,187651.85
OPTFUT,09 Jan 2018,182,182,5339.11
FUTCOM,10 Jan 2018,10579,10579,309893.39
OPTFUT,10 Jan 2018,526,526,15465.15
FUTCOM,11 Jan 2018,6835,6835,200555.87
OPTFUT,11 Jan 2018,163,163,4784.83
FUTCOM,12 Jan 2018,9377,9377,276589.25
OPTFUT,12 Jan 2018,716,716,21192.15
FUTCOM,15 Jan 2018,6406,6406,190388.98
OPTFUT,15 Jan 2018,537,537,16043.84
FUTCOM,16 Jan 2018,8394,8394,250140.21
OPTFUT,16 Jan 2018,400,400,11914.59
FUTCOM,17 Jan 2018,7157,7157,213016.04
OPTFUT,17 Jan 2018,205,205,6114.11
FUTCOM,18 Jan 2018,7039,7039,208472.61
OPTFUT,18 Jan 2018,189,189,5621.8
FUTCOM,19 Jan 2018,6236,6236,185291.88
OPTFUT,19 Jan 2018,141,141,4178.39
FUTCOM,22 Jan 2018,8119,8119,241953.75
OPTFUT,22 Jan 2018,192,192,5720.94
FUTCOM,23 Jan 2018,7703,7703,230121.26
OPTFUT,23 Jan 2018,302,302,9015.97
FUTCOM,24 Jan 2018,10794,10794,324899.9
OPTFUT,24 Jan 2018,273,273,8187.83
FUTCOM,25 Jan 2018,8726,8726,264689.1
OPTFUT,25 Jan 2018,232,232,6989.12
FUTCOM,29 Jan 2018,8331,8331,250499.08
OPTFUT,29 Jan 2018,494,494,14717.13
FUTCOM,30 Jan 2018,11714,11714,352068.32
OPTFUT,30 Jan 2018,85,85,2562.66
FUTCOM,31 Jan 2018,11581,11581,348255.81
OPTFUT,31 Jan 2018,249,249,7441.57
FUTCOM,01 Feb 2018,16108,16108,487536.52
OPTFUT,01 Feb 2018,177,177,5371.46
FUTCOM,02 Feb 2018,11167,11167,340011.43
OPTFUT,02 Feb 2018,130,130,3899.18
FUTCOM,05 Feb 2018,7161,7161,216929.69
OPTFUT,05 Feb 2018,68,68,2045.88
FUTCOM,06 Feb 2018,11392,11392,346690.62
OPTFUT,06 Feb 2018,110,110,3373.38
FUTCOM,07 Feb 2018,8452,8452,254682.28
OPTFUT,07 Feb 2018,85,85,2544.4
FUTCOM,08 Feb 2018,10034,10034,300327.52
OPTFUT,08 Feb 2018,123,123,3689.08
FUTCOM,09 Feb 2018,9287,9287,278693.69
OPTFUT,09 Feb 2018,60,60,1822.06
FUTCOM,12 Feb 2018,5887,5887,177285.5
OPTFUT,12 Feb 2018,106,106,3221.8
FUTCOM,13 Feb 2018,3340,3340,100839.47
OPTFUT,13 Feb 2018,6,6,175.68
FUTCOM,14 Feb 2018,11774,11774,357432.14
OPTFUT,14 Feb 2018,128,128,3858.1
FUTCOM,15 Feb 2018,8484,8484,259626.12
OPTFUT,15 Feb 2018,131,131,3962.11
FUTCOM,16 Feb 2018,9688,9688,298097.4
OPTFUT,16 Feb 2018,180,180,5457.15
FUTCOM,19 Feb 2018,4361,4361,134124.99
OPTFUT,19 Feb 2018,15,15,452.16
FUTCOM,20 Feb 2018,9787,9787,299744.32
OPTFUT,20 Feb 2018,62,62,1884.38
FUTCOM,21 Feb 2018,8025,8025,244493.93
OPTFUT,21 Feb 2018,51,51,1558.08
FUTCOM,22 Feb 2018,7470,7470,227643.17
OPTFUT,22 Feb 2018,72,72,2219.1
FUTCOM,23 Feb 2018,5905,5905,179951.67
OPTFUT,23 Feb 2018,20,20,617.34
FUTCOM,26 Feb 2018,7743,7743,236877.47
OPTFUT,26 Feb 2018,18,18,547.08
FUTCOM,27 Feb 2018,10247,10247,312277.24
OPTFUT,27 Feb 2018,48,48,1459.02
FUTCOM,28 Feb 2018,8077,8077,245309.23
OPTFUT,28 Feb 2018,83,83,2499.72
FUTCOM,01 Mar 2018,8133,8133,245696.79
OPTFUT,01 Mar 2018,145,145,4434.57
FUTCOM,02 Mar 2018,5045,5045,153692.87
OPTFUT,02 Mar 2018,7,7,213.04
FUTCOM,05 Mar 2018,6294,6294,191720.52
OPTFUT,05 Mar 2018,43,43,1307.38
FUTCOM,06 Mar 2018,10101,10101,308289.75
OPTFUT,06 Mar 2018,77,77,2331.32
FUTCOM,07 Mar 2018,8432,8432,257484.24
OPTFUT,07 Mar 2018,42,42,1276.85
FUTCOM,08 Mar 2018,7449,7449,226948.19
OPTFUT,08 Mar 2018,20,20,604.57
FUTCOM,09 Mar 2018,10104,10104,306865.58
OPTFUT,09 Mar 2018,74,74,2258.14
FUTCOM,12 Mar 2018,6679,6679,202615.12
OPTFUT,12 Mar 2018,67,67,2049.13
FUTCOM,13 Mar 2018,10216,10216,309859.22
OPTFUT,13 Mar 2018,22,22,661.22
FUTCOM,14 Mar 2018,9200,9200,280136.77
OPTFUT,14 Mar 2018,43,43,1311.51
FUTCOM,15 Mar 2018,8266,8266,250940.77
OPTFUT,15 Mar 2018,36,36,1088.82
FUTCOM,16 Mar 2018,9519,9519,287963.54
OPTFUT,16 Mar 2018,90,90,2737.77
FUTCOM,19 Mar 2018,11084,11084,335681.92
OPTFUT,19 Mar 2018,142,142,4303.53
FUTCOM,20 Mar 2018,9980,9980,302217.51
OPTFUT,20 Mar 2018,33,33,997.77
FUTCOM,21 Mar 2018,10825,10825,328986.48
OPTFUT,21 Mar 2018,157,157,4757.1
FUTCOM,22 Mar 2018,10645,10645,325445.56
OPTFUT,22 Mar 2018,238,238,7218.52
FUTCOM,23 Mar 2018,12920,12920,398334.26
OPTFUT,23 Mar 2018,470,470,14522.26
FUTCOM,26 Mar 2018,8939,8939,276108.63
OPTFUT,26 Mar 2018,218,218,6682.74
FUTCOM,27 Mar 2018,13191,13191,406517.1
OPTFUT,27 Mar 2018,340,340,10464.15
FUTCOM,28 Mar 2018,12903,12903,396336.98
OPTFUT,28 Mar 2018,28,28,864.08
FUTCOM,29 Mar 2018,5278,5278,161078.94
OPTFUT,29 Mar 2018,10,10,308.35
FUTCOM,02 Apr 2018,10179,10179,313243.8
OPTFUT,02 Apr 2018,163,163,5028.1
FUTCOM,03 Apr 2018,7890,7890,243035.63
OPTFUT,03 Apr 2018,151,151,4696.7
FUTCOM,04 Apr 2018,12988,12988,401834.71
OPTFUT,04 Apr 2018,122,122,3786.08
FUTCOM,05 Apr 2018,10948,10948,335163.89
OPTFUT,05 Apr 2018,75,75,2305.78
FUTCOM,06 Apr 2018,12041,12041,368911.78
OPTFUT,06 Apr 2018,54,54,1670.52
FUTCOM,09 Apr 2018,6826,6826,209588.36
OPTFUT,09 Apr 2018,76,76,2349.43
FUTCOM,10 Apr 2018,7768,7768,239413.14
OPTFUT,10 Apr 2018,35,35,1079.94
FUTCOM,11 Apr 2018,14002,14002,437331.37
OPTFUT,11 Apr 2018,287,287,8955.23
FUTCOM,12 Apr 2018,11046,11046,344110.71
OPTFUT,12 Apr 2018,265,265,8289.31
FUTCOM,13 Apr 2018,8578,8578,266353.03
OPTFUT,13 Apr 2018,39,39,1209.3
FUTCOM,16 Apr 2018,8317,8317,259962.5
OPTFUT,16 Apr 2018,42,42,1307.63
FUTCOM,17 Apr 2018,9340,9340,292400.92
OPTFUT,17 Apr 2018,67,67,2092.16
FUTCOM,18 Apr 2018,8762,8762,275516.43
OPTFUT,18 Apr 2018,108,108,3383.98
FUTCOM,19 Apr 2018,7829,7829,246925.29
OPTFUT,19 Apr 2018,105,105,3311.07
FUTCOM,20 Apr 2018,6481,6481,203848.58
OPTFUT,20 Apr 2018,63,63,1986.98
FUTCOM,23 Apr 2018,7727,7727,241879.92
OPTFUT,23 Apr 2018,159,159,5003.94
FUTCOM,24 Apr 2018,7192,7192,224995.28
OPTFUT,24 Apr 2018,1171,1171,36966.31
FUTCOM,25 Apr 2018,6679,6679,209588.98
OPTFUT,25 Apr 2018,1240,1240,39252.73
FUTCOM,26 Apr 2018,7442,7442,232879.16
OPTFUT,26 Apr 2018,1483,1483,46925.34
FUTCOM,27 Apr 2018,5487,5487,171189.98
OPTFUT,27 Apr 2018,1389,1389,43786.35
FUTCOM,30 Apr 2018,9503,9503,294877.9
OPTFUT,30 Apr 2018,1294,1294,40655.52
FUTCOM,01 May 2018,5225,5225,161556.31
OPTFUT,01 May 2018,505,505,15798.2
